,   1   6   4  12   5   5   3   4   1  67   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
515,   1   6   4  14   1   2   3   4   1  40   3   1   2   1   2   1   0   1   0   0   1   0   1   0   1 
516,   4  36   4  71   1   2   2   4   2  23   3   2   1   2   1   0   0   1   0   1   0   0   0   1   2 
517,   1   6   2  12   2   5   3   2   2  43   3   1   1   2   1   1   0   1   0   0   1   0   0   1   1 
518,   4   6   4   7   5   5   3   4   4  36   3   2   1   1   1   0   0   1   0   0   0   0   0   1   1 
519,   4  24   4  55   1   5   3   4   4  44   3   2   1   1   1   0   0   1   0   0   0   0   0   1   1 
520,   1  18   2  32   1   3   2   2   1  24   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
521,   1  48   0  71   1   3   3   4   4  53   3   2   2   1   1   0   0   1   0   0   0   0   0   1   2 
522,   4  24   2  35   2   4   2   4   3  23   3   1   1   1   1   0   1   1   0   0   1   0   0   1   1 
523,   2  18   2  11   1   3   2   4   1  26   3   1   2   1   1   0   0   0   0   0   1   0   1   0   1 
524,   2  26   2  80   1   2   3   3   3  30   3   2   1   1   1   0   1   1   0   0   1   0   0   1   1 
525,   4  15   4  15   2   3   2   3   3  31   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
526,   4   4   4  15   1   4   3   1   1  42   3   2   2   1   1   0   0   1   0   0   1   0   1   0   1 
527,   1  36   2  23   1   3   1   4   3  31   3   1   1   1   1   0   0   1   0   1   0   0   0   1   2 
528,   1   6   2   7   1   2   3   4   1  41   3   1   2   2   1   1   0   1   0   0   1   0   1   0   1 
529,   2  36   2  23   1   4   3   1   3  32   3   2   2   1   1   0   0   1   0   0   1   0   0   1   1 
530,   2  15   2  26   2   3   2   4   3  28   3   2   1   2   1   1   0   1   0   1   0   0   0   1   2 
531,   4  12   3  15   1   3   4   4   1  41   3   1   1   1   1   0   1   1   0   1   0   0   0   1   1 
532,   4  24   2  13   2   4   4   3   2  26   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
533,   4  24   2  31   5   2   3   2   3  25   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
534,   3  21   4  23   1   2   1   1   3  33   3   1   1   1   1   0   0   1   0   1   0   0   0   1   2 
535,   1   6   2  14   5   1   2   3   2  75   3   1   1   2   1   1   0   1   0   0   1   0   0   0   1 
536,   2  18   4  36   1   5   2   4   2  37   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
537,   1  48   2  78   1   5   3   4   4  42   1   1   1   1   1   1   0   1   0   0   0   0   0   0   2 
538,   3  18   2  30   1   2   2   1   2  45   2   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
539,   2  12   2  15   1   2   4   1   1  23   3   1   1   1   1   0   0   1   0   1   0   0   0   1   2 
540,   4  24   3  20   1   5   3   4   4  60   3   2   1   2   1   1   0   1   0   0   0   0   0   1   1 
541,   1  30   2  64   5   5   3   4   2  31   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
542,   3  18   2  29   1   3   3   1   1  34   3   1   2   1   1   0   0   1   0   0   1   0   1   0   2 
543,   4  12   4  13   1   5   3   4   1  61   3   2   1   1   1   1   0   1   0   0   1   0   1   0   1 
544,   1  24   3  13   1   1   3   2   1  43   3   2   2   1   1   1   0   1   0   0   0   0   0   1   2 
545,   4  24   4  20   1   3   2   4   3  37   3   1   1   2   1   1   0   1   0   0   1   0   0   1   1 
546,   4  24   2  16   1   4   3   1   3  32   1   1   2   1   1   0   0   1   0   0   1   0   0   1   1 
547,   1  12   1   6   1   3   2   4   1  24   1   1   1   1   1   0   0   1   0   0   1   0   1   0   2 
548,   4  48   4  89   5   4   3   1   4  35   3   2   1   2   1   0   1   1   0   0   0   0   0   1   1 
549,   4  12   4  10   5   4   2   4   1  23   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
550,   4   6   1  18   3   5   3   4   2  45   1   1   2   1   1   0   0   1   0   0   1   0   1   0   1 
551,   1  48   2  70   1   4   4   1   1  34   3   2   1   2   1   0   0   0   0   0   1   0   0   1   2 
552,   2  12   4  20   2   2   3   1   3  27   3   1   1   1   1   1   0   1   0   0   1   0   0   1   1 
553,   2   9   2  12   1   4   2   4   2  67   3   2   1   2   1   0   0   1   0   0   1   0   0   0   1 
554,   2  12   2  13   1   2   3   1   3  22   2   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
555,   2  18   0  23   2   2   2   3   3  28   3   2   1   1   1   1   0   1   0   0   1   0   0   1   2 
556,   4  21   0  50   5   3   2   4   2  29   1   2   1   2   1   1   0   1   0   0   1   0   0   1   2 
557,   1  24   1  36   1   4   3   4   3  27   1   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
558,   2  18   4  19   1   2   3   2   1  31   3   2   1   1   1   0   0   1   0   0   1   0   1   0   2 
559,   1  24   2  30   5   5   3   4   4  49   1   1   2   2   1   0   1   1   0   0   0   0   0   1   1 
560,   1  24   1  15   1   4   3   4   3  24   1   1   1   1   1   0   0   0   0   1   0   0   1   0   2 
561,   3   6   3   7   1   2   2   1   2  29   1   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
562,   2  36   2 124   5   3   3   4   4  37   3   1   1   2   1   1   0   1   0   0   0   0   0   1   2 
563,   2  24   3  47   5   3   3   2   2  37   1   2   1   2   1   0   0   1   0   0   1   0   0   0   1 
564,   2  24   3  16   2   4   2   2   2  23   3   2   1   2   1   0   0   1   0   1   0   0   0   1   1 
565,   1  12   2  14   1   4   1   3   3  36   3   1   1   1   1   1   0   1   0   0   1   0   0   1   2 
566,   4  24   4  26   4   5   3   2   3  34   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
567,   2  48   2  40   5   4   3   1   3  41   3   2   2   2   1   0   0   1   0   0   1   0   0   1   1 
568,   1  48   2  68   1   3   2   2   3  31   3   1   1   2   1   0   0   1   0   0   1   0   0   1   2 
569,   1  24   2  32   1   2   2   4   1  23   3   1   1   2   1   0   0   1   0   1   0   0   1   0   2 
570,   4  30   4  60   1   4   3   2   3  38   3   1   1   1   1   0   0   0   1   0   1   0   0   1   1 
571,   4  24   2  54   5   1   2   4   2  26   3   1   1   2   1   0   1   1   0   1   0   0   0   0   1 
572,   1  15   2   8   1   3   2   4   2  22   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
573,   2   9   2  11   1   5   3   4   3  27   3   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
574,   4  15   4  28   1   4   2   3   3  24   1   2   1   1   1   0   0   0   1   0   1   0   0   1   1 
575,   2  12   2  29   1   4   2   1   1  27   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
576,   4  24   4  19   5   3   2   2   3  33   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
577,   2  36   4  28   1   2   1   4   3  27   3   2   1   1   1   1   0   1   0   0   1   0   0   1   2 
578,   4  24   2   9   1   2   4   3   3  27   3   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
579,   2  18   4  11   1   5   3   3   1  30   1   2   1   1   1   1   0   0   0   0   1   0   0   1   2 
580,   2  12   4  31   1   2   3   3   1  49   1   2   2   1   1   1   0   1   0   0   1   0   1   0   1 
581,   4   9   2  14   1   3   2   2   1  26   3   1   1   1   1   0   0   1   0   1   0   0   0   1   1 
582,   2  36   2  24   1   2   3   1   4  33   3   1   1   1   1   0   0   1   0   1   0   0   1   0   2 
583,   4  12   2  21   5   5   2   4   4  52   3   1   1   2   1   1   0   1   0   0   0   0   0   0   1 
584,   1  18   2  20   1   3   2   4   1  20   1   1   1   1   1   0   0   1   0   1   0   0   0   1   2 
585,   1   9   4  28   1   3   3   2   1  36   3   2   2   1   1   1   0   1   0   1   0   0   0   1   1 
586,   1  12   2  13   1   3   3   1   2  21   3   1   1   1   1   0   0   0   0   0   1   0   1   0   1 
587,   1  18   2  12   1   3   4   3   1  47   3   1   1   2   1   0   0   1   0   0   1   0   1   0   2 
588,   1  12   4  22   1   5   3   3   2  60   3   2   1   1   1   0   0   1   0   0   1   0   0   1   2 
589,   1  12   4   4   1   4   2   3   1  58   3   4   1   2   1   0   0   1   0   0   1   0   1   0   1 
590,   2  24   3  20   5   3   2   4   3  42   3   2   1   2   1   1   0   1   0   1   0   0   0   1   1 
591,   4  21   2  16   4   5   2   4   1  36   1   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
592,   2  24   2  27   1   3   2   4   2  20   3   1   1   2   1   1   0   1   0   1   0   0   1   0   2 
593,   1  24   1  14   5   5   3   3   3  40   2   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
594,   2   6   1   9   2   2   2   1   2  32   2   1   1   1   1   1   0   1   0   0   1   0   1   0   2 
595,   1  24   2  14   1   4   2   4   3  23   3   2   1   1   1   1   0   1   0   1   0   0   0   1   2 
596,   2  24   0  42   1   3   3   4   1  36   3   3   1   2   1   0   0   1   0   0   1   0   1   0   2 
597,   4  18   4  28   1   4   3   2   2  31   1   2   1   1   1   1   0   1   0   0   1   0   0   1   2 
598,   4  24   3  39   1   3   3   2   4  32   3   1   1   1   1   0   0   1   0   0   0   0   0   1   1 
599,   2   7   2  23   1   2   2   1   1  45   3   1   1   1   1   0   0   0   0   0   1   0   0   1   1 
600,   2   9   2   9   1   3   2   1   2  30   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
601,   2  24   1  18   1   4   2   4   4  34   1   1   1   1   1   0   0   1   0   0   0   0   1   0   2 
602,   4  36   2  33   1   3   2   2   3  28   3   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
603,   3  10   2  13   1   2   2   2   2  23   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
604,   1  24   1  28   3   3   3   4   1  22   2   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
605,   4  24   4  45   1   3   3   2   1  74   3   1   1   2   1   0   0   1   0   0   1   0   0   0   1 
606,   2  36   2  27   2   3   2   4   4  50   3   1   1   1   1   0   0   0   1   0   0   0   0   1   2 
607,   4  18   2  21   1   2   3   1   1  33   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
608,   4  15   2  13   5   5   3   4   4  45   1   1   2   1   1   0   1   1   0   0   0   0   0   1   1 
609,   1  12   2   7   2   1   2   3   2  22   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
610,   3  10   2  12   2   5   2   4   4  48   3   1   2   1   1   1   0   1   0   0   0   0   1   0   2 
611,   1  21   2  34   4   2   2   2   3  29   1   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
612,   1  24   1  36   1   3   2   4   3  22   1   1   1   1   2   0   1   0   0   1   0   0   0   1   1 
613,   4  18   3  18   1   4   2   1   1  22   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
614,   2  48   0 122   5   3   3   2   3  48   1   1   1   2   1   0   0   1   0   0   1   0   0   0   1 
615,   2  60   3  92   5   3   3   2   4  27   3   1   1   1   1   0   0   1   0   0   0   0   0   0   1 
616,   1   6   4  37   1   3   3   3   1  37   3   3   2   1   1   1   0   1   0   1   0   0   0   1   1 
617,   2  30   2  34   2   3   2   4   3  21   3   1   1   1   1   0   0   0   1   1   0   0   0   1   2 
618,   4  12   2   6   1   3   1   2   1  49   3   1   1   1   1   1   0   1   0   0   1   0   1   0   1 
619,   2  21   4  37   1   4   3   3   2  27   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
620,   4  18   4  15   1   3   3   2   2  32   1   2   1   1   1   1   0   1   0   0   1   0   0   1   2 
621,   4  48   2  39   5   3   1   2   1  38   1   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
622,   1  12   2  19   1   2   2   1   3  22   3   1   1   1   1   0   0   1   0   1   0   0   0   1   1 
623,   1  18   2  26   1   3   3   4   4  65   3   2   1   1   1   0   0   1   0   0   0   0   0   1   2 
624,   4  15   2  20   5   5   3   2   3  35   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
625,   3   6   2  21   1   3   3   2   1  41   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
626,   2   9   1  14   2   4   3   3   4  29   3   1   1   1   1   1   0   1   0   0   1   0   0   1   2 
627,   4  42   4  40   3   3   3   4   1  36   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
628,   4   9   2  38   5   5   3   4   1  64   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
629,   1  24   2  37   1   3   2   4   3  28   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
630,   1  18   1  16   1   3   3   3   3  44   1   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
631,   2  15   2  14   5   2   3   1   2  23   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
632,   4   9   2  20   1   2   2   2   3  19   3   2   1   1   1   0   0   0   1   1   0   0   0   1   2 
633,   2  24   2  14   1   2   2   4   3  25   3   1   1   2   1   1   0   1   0   0   1   0   1   0   2 
634,   4  12   2  14   1   5   3   4   2  47   1   3   2   2   1   0   0   1   0   0   1   0   0   1   1 
635,   4  24   2  14   3   4   2   1   3  28   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
636,   4  60   3 157   1   4   3   4   3  21   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
637,   4  12   2  15   1   2   2   3   3  34   3   1   2   1   1   0   0   1   0   0   1   0   0   1   1 
638,   1  42   3  44   1   4   3   2   2  26   1   2   2   2   1   0   0   1   0   0   1   0   0   1   2 
639,   1  18   2   8   1   1   2   1   1  27   3   1   1   1   1   0   0   1   0   0   1   1   0   0   2 
640,   2  15   2  13   1   5   3   4   3  38   3   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
641,   4  15   2  46   2   3   3   2   2  40   3   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
642,   4  24   4  19   1   4   4   2   3  33   3   2   1   2   1   0   0   0   0   0   1   0   0   1   1 
643,   1  18   4  19   1   4   4   1   2  32   3   2   1   2   1   0   0   1   0   0   1   0   0   0   1 
644,   4  36   3  80   5   2   3   4   3  27   3   2   1   2   1   0   0   1   0   1   0   0   0   1   2 
645,   1  30   0  46   1   3   1   2   1  32   3   2   1   1   1   0   0   0   0   0   1   0   0   1   1 
646,   4  12   2  14   3   3   2   2   2  26   3   1   1   1   1   1   0   1   0   0   1   0   0   1   2 
647,   3  24   2   9   1   4   3   3   4  38   1   1   2   1   1   1   0   1   0   0   0   0   0   1   2 
648,   1  12   2   7   1   3   3   4   3  40   3   1   2   1   1   0   0   1   0   1   0   0   1   0   2 
649,   1  48   2  75   1   4   3   1   4  50   3   1   1   2   1   0   0   1   0   0   0   0   0   0   1 
650,   2  12   2  19   1   3   3   2   2  37   3   1   1   1   1   0   0   1   0   0   1   0   1   0   2 
651,   1  24   2  23   1   5   3   1   1  45   3   1   1   1   1   1   0   0   1   0   1   0   0   1   2 
652,   2  36   3  81   2   5   3   4   3  42   3   4   1   2   1   1   0   1   0   0   1   0   0   0   2 
653,   4  24   4  23   1   4   3   3   3  35   3   2   1   2   1   0   1   1   0   0   1   0   0   1   1 
654,   1  14   2  40   1   1   3   4   4  22   3   1   1   1   1   1   0   1   0   0   0   0   0   1   1 
655,   2  12   2   9   1   5   3   4   3  41   1   1   2   1   1   1   0   1   0   0   1   0   1   0   2 
656,   4  48   2 102   5   4   3   3   3  37   2   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
657,   2  30   0  42   1   3   2   1   3  28   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
658,   2  18   4  64   1   5   3   1   4  41   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
659,   3  12   2  13   1   3   4   4   1  23   3   1   1   1   1   0   0   1   0   1   0   0   0   1   1 
660,   1  12   2   9   5   3   4   2   3  23   3   1   1   1   1   1   0   1   0   0   1   0   0   1   2 
661,   4  21   2  22   1   5   3   2   1  50   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
662,   2   6   3  10   1   1   3   1   2  35   2   2   1   2   1   0   0   1   0   0   1   0   0   0   1 
663,   3   6   4  10   1   3   2   4   2  50   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
664,   4  24   4  63   1   1   3   2   4  27   1   2   1   2   1   0   0   0   1   0   1   0   0   0   1 
665,   2  30   1  35   4   3   3   2   3  34   2   1   2   2   1   0   0   1   0   0   1   0   0   1   1 
666,   4  48   1  36   1   3   2   1   1  27   2   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
667,   1  12   4  48   1   5   3   4   2  43   3   2   1   2   1   1   0   0   1   1   0   0   0   1   2 
668,   3  30   4  30   1   5   3   4   2  47   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
669,   4  24   4  41   2   3   3   3   2  27   3   2   1   2   1   0   0   1   0   0   1   0   1   0   1 
670,   4  36   2  57   2   4   3   2   3  31   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
671,   4  60   2 104   1   5   3   4   2  42   3   1   1   2   1   1   0   1   0   0   1   0   0   0   1 
672,   4   6   4  21   3   3   4   2   3  24   3   1   1   1   1   1   0   1   0   0   1   0   0   1   1 
673,   4  21   3  26   3   2   3   2   1  41   1   1   2   1   1   0   0   1   0   0   1   0   1   0   2 
674,   4  30   4  45   1   4   2   4   3  26   3   1   1   2   1   0   0   1   0   1   0   0   0   0   1 
675,   4  24   4  52   1   5   3   4   3  33   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
676,   2  72   2  56   2   3   4   2   3  24   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
677,   1  24   2  24   1   5   3   4   1  64   1   1   1   1   1   0   0   1   0   1   0   0   1   0   1 
678,   4  18   2  15   1   2   2   1   1  26   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
679,   4   6   2  15   1   2   2   2   4  56   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
680,   4  12   2  23   5   3   3   4   4  37   3   1   1   2   1   0   0   1   0   0   0   0   0   1   1 
681,   4  15   3  15   1   3   4   3   1  33   1   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
682,   4  24   4  51   1   2   4   3   4  47   3   3   1   2   1   0   0   1   0   0   0   0   0   1   1 
683,   2  36   3  99   2   4   3   3   2  31   3   2   2   2   1   0   0   1   0   0   1   0   1   0   1 
684,   4  60   2  65   5   3   3   4   4  34   3   1   2   2   1   1   0   1   0   0   0   0   0   1   1 
685,   3  10   4  13   5   4   3   2   2  27   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
686,   2  36   3  29   2   5   3   3   4  30   3   1   1   1   1   1   0   1   0   0   0   0   0   1   1 
687,   4   9   2  28   2   5   3   4   3  35   3   1   1   2   1   0   0   0   1   0   1   0   0   1   1 
688,   1  12   2  37   4   3   3   3   2  31   3   1   2   1   1   1   0   1   0   0   1   0   0   1   1 
689,   1  15   4  10   1   3   1   3   2  25   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
690,   2  15   2  26   2   3   2   2   1  25   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
691,   2  24   2  29   2   2   3   1   3  29   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
692,   1   6   4  47   5   2   3   3   1  44   3   2   2   1   1   1   0   1   0   0   1   0   1   0   1 
693,   4  24   2  23   1   4   3   2   3  28   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
694,   4   6   2  12   3   3   3   4   2  50   3   1   1   1   1   0   1   1   0   1   0   0   0   1   1 
695,   2  12   2  11   1   4   3   3   1  29   3   2   1   1   2   0   0   0   0   0   1   0   0   1   1 
696,   4  12   4   9   1   1   2   2   2  38   3   1   1   1   1   1   0   1   0   0   1   1   0   0   1 
697,   4  18   4  18   1   3   3   2   3  24   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
698,   3  15   2  19   1   5   3   4   3  40   3   1   1   2   1   0   0   1   0   1   0   0   0   0   1 
699,   4  12   2  11   3   3   2   4   3  29   3   1   1   1   1   0   0   1   0   1   0   0   1   0   2 
700,   1  48   4  63   1   5   3   4   4  46   3   2   1   2   1   0   1   1   0   0   0   0   0   1   2 
701,   3  24   2  14   2   5   2   2   4  47   3   1   1   2   1   0   0   1   0   0   0   0   0   1   1 
702,   2  30   3  25   2   5   3   2   2  41   2   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
703,   2  27   2  25   1   2   2   1   2  32   3   1   2   2   1   0   0   1   0   0   1   0   0   1   1 
704,   4  15   2  53   3   5   2   4   4  35   3   1   1   1   1   1   0   1   0   0   0   0   0   1   1 
705,   2  48   2  66   2   4   3   2   2  24   3   1   1   1   1   1   0   1   0   0   1   0   0   1   2 
706,   2  12   0  30   1   2   2   3   2  25   3   2   1   1   1   0   0   1   0   1   0   0   0   1   2 
707,   2   9   2  12   1   5   2   4   1  25   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
708,   2   9   2  21   1   3   3   2   1  37   3   1   2   1   1   0   0   1   0   0   1   0   1   0   1 
709,   4  18   4   6   3   5   3   3   2  32   1   2   1   2   1   0   0   1   0   0   1   0   0   0   1 
710,   1   6   1  12   1   5   2   4   4  35   3   1   1   1   1   0   0   1   0   0   0   0   0   1   2 
711,   4  21   2  25   5   5   3   4   1  46   3   1   1   2   1   0   1   1   0   0   1   0   0   0   1 
712,   1   9   4  11   1   3   3   4   1  25   3   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
713,   2  60   2 140   1   4   3   2   4  27   3   1   1   2   1   1   0   1   0   0   1   0   0   0   2 
714,   4  30   4  76   5   5   3   4   3  63   3   2   1   1   1   0   1   1   0   0   1   0   0   1   1 
715,   4  30   4  31   5   5   3   2   3  40   3   2   2   2   1   0   0   1   0   0   1   0   0   1   1 
716,   4  18   2  15   1   3   3   2   4  32   3   1   1   2   1   0   0   1   0   0   0   0   0   0   1 
717,   3  24   4  31   5   3   3   2   3  31   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
718,   2  20   0  61   2   5   4   4   3  31   1   2   1   2   1   0   1   1   0   0   1   0   0   1   1 
719,   3   9   0  13   1   2   3   2   3  34   3   2   1   2   1   0   0   1   0   0   1   0   0   0   2 
720,   2   6   1   4   4   2   2   2   2  24   1   1   2   1   1   0   0   1   0   1   0   0   0   1   2 
721,   1  12   2  12   1   3   2   2   1  24   3   1   1   1   1   1   0   1   0   0   1   0   1   0   2 
722,   2   9   2   8   3   3   2   3   1  66   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
723,   4  27   2  26   1   3   2   3   1  21   3   1   1   1   1   1   0   1   0   1   0   0   0   1   2 
724,   4   6   4   2   4   3   2   2   1  41   1   2   1   1   1   1   0   1   0   0   1   0   1   0   1 
725,   4  15   4  13   3   3   4   2   2  47   3   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
726,   1  18   2  19   1   3   2   4   3  25   1   2   1   1   1   0   0   1   0   1   0   0   0   1   2 
727,   2  48   1  64   1   5   2   3   4  59   3   1   1   1   1   0   0   1   0   1   0   0   0   1   2 
728,   3  24   4  13   4   3   1   4   1  36   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
729,   2  24   3  64   1   2   3   2   3  33   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
730,   1  24   2  20   1   3   3   4   1  21   3   1   2   1   1   0   0   1   0   1   0   0   1   0   2 
731,   2   8   2   8   1   4   2   2   1  44   3   1   1   1   1   0   0   0   0   0   1   0   1   0   1 
732,   4  24   2  26   4   3   2   4   3  28   3   1   1   2   1   0   1   1   0   1   0   0   0   1   1 
733,   4   4   4  34   1   4   2   1   1  37   3   1   2   1   1   1   0   1   0   0   1   0   0   1   1 
734,   2  36   1  40   5   2   2   2   4  29   1   1   1   1   1   0   0   1   0   0   1   1   0   0   1 
735,   2  24   2 116   1   3   2   4   3  23   3   2   1   1   1   0   1   1   0   1   0   0   0   0   2 
736,   1  18   2  44   2   3   3   4   3  35   3   1   2   2   1   1   0   1   0   0   1   0   1   0   1 
737,   4   6   4  68   1   4   3   3   4  45   3   2   2   2   1   1   0   1   0   0   1   0   0   0   1 
738,   2  30   0  43   2   3   2   4   3  26   3   2   1   1   1   0   0   1   0   1   0   0   1   0   2 
739,   1  24   1  23   2   4   3   3   3  32   1   1   1   1   1   1   0   1   0   0   1   0   0   1   1 
740,   2  10   1  10   1   3   3   4   1  23   2   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
741,   4  21   2  32   5   5   3   3   2  41   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
742,   1  24   1  25   3   3   3   4   1  22   2   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
743,   1  39   4 142   5   4   3   4   2  30   3   2   1   2   1   0   0   1   0   0   1   0   0   0   1 
744,   1  13   4  18   1   2   3   1   2  28   1   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
745,   1  15   2  25   1   1   2   4   3  23   3   1   1   1   1   1   0   1   0   1   0   0   0   1   1 
746,   1  12   2  13   1   2   2   1   1  37   3   1   1   1   1   1   0   1   0   0   1   0   1   0   2 
747,   4  21   2  52   5   3   3   3   3  26   3   1   1   1   1   0   1   1   0   0   1   0   0   1   1 
748,   4  15   2  30   1   4   3   2   3  33   3   1   1   1   1   0   1   1   0   0   1   0   0   1   1 
749,   1   6   2   4   1   5   2   1   2  49   1   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
750,   1  18   2  10   1   2   2   2   3  23   3   1   1   1   1   1   0   1   0   0   1   0   1   0   2 
751,   2  12   2   8   2   4   2   4   1  23   3   1   1   1   1   0   0   1   0   1   0   0   1   0   1 
752,   4  30   4  58   1   4   2   2   3  25   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
753,   4  12   3  16   4   5   3   4   4  55   3   2   2   1   1   0   0   1   0   0   0   0   0   1   2 
754,   1  24   2  13   5   4   2   4   4  32   3   1   1   1   1   1   0   1   0   1   0   0   0   1   2 
755,   3   6   4  13   1   3   3   1   1  74   3   3   2   1   2   1   0   1   0   0   1   1   0   0   1 
756,   3  15   4  13   5   3   3   4   4  39   3   2   1   2   1   0   0   1   0   0   0   0   0   1   2 
757,   4  24   2  14   1   3   3   2   1  31   3   1   1   2   1   1   0   0   0   0   1   0   0   1   1 
758,   1  12   4   7   1   5   3   3   2  35   3   2   1   1   1   1   0   1   0   0   1   0   0   1   2 
759,   4  15   4  50   5   5   2   4   3  59   3   1   1   2   1   1   0   1   0   0   1   0   0   1   1 
760,   1  18   4  21   1   3   2   4   1  24   3   2   1   1   1   0   0   1   0   1   0   0   0   1   2 
761,   1  12   2  22   1   3   3   3   2  24   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
762,   4  21   4 127   5   5   3   4   4  30   3   1   1   2   1   1   0   1   0   0   0   0   0   0   2 
763,   4  24   4  25   2   4   4   3   2  27   3   2   1   2   1   1   0   1   0   0   1   0   0   1   1 
764,   2  12   2  12   1   5   4   3   1  40   1   2   1   1   1   0   0   0   0   0   1   0   1   0   1 
765,   1  30   2  31   1   2   1   4   2  31   3   1   1   1   1   0   0   1   0   0   1   0   1   0   2 
766,   4  10   2  29   5   2   2   4   1  31   3   1   1   1   1   0   1   1   0   1   0   0   0   1   1 
767,   2  12   4  36   1   5   3   4   3  28   3   3   1   2   1   0   0   1   0   1   0   0   0   1   1 
768,   4  12   4  17   1   5   3   4   1  63   3   2   1   2   1   0   0   1   0   0   1   0   1   0   1 
769,   1  24   2  28   5   5   2   4   1  26   3   1   1   1   1   0   1   1   0   1   0   0   0   1   1 
770,   1  36   4  81   1   3   2   2   4  25   3   2   1   2   1   0   0   1   0   0   1   0   0   0   2 
771,   4  21   4  33   1   5   3   4   3  36   3   1   1   2   1   0   1   1   0   0   1   0   0   0   1 
772,   4  24   4  22   2   5   3   4   2  52   1   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
